customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01200,Female,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,31.06,2174.99,No
CUST-01201,Male,0,No,No,29,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),52.82,1515.06,Yes
CUST-01202,Female,0,No,No,49,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),32.54,1587.98,No
CUST-01203,Female,0,Yes,No,37,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),44.46,1647.31,No
CUST-01204,Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.12,1474.53,Yes
CUST-01205,Female,0,Yes,Yes,47,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),27.18,1266.78,No
CUST-01206,Female,0,No,No,32,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),40.42,1284.25,No
CUST-01207,Female,0,Yes,No,17,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),50.43,843.27,No
CUST-01208,Male,0,No,No,22,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),28.65,628.11,No
CUST-01209,Female,1,Yes,Yes,5,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,100.61,483.44,Yes
CUST-01210,Female,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,75.92,846.83,No
CUST-01211,Female,0,Yes,No,37,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,49.79,1834.08,No
CUST-01212,Male,1,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,71.51,160.45,Yes
CUST-01213,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),107.63,3642.06,Yes
CUST-01214,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.07,93.37,No
CUST-01215,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,72.04,775.3,Yes
CUST-01216,Female,0,No,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.05,1562.93,No
CUST-01217,Female,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.09,56.64,No
CUST-01218,Female,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,68.3,1645.71,Yes
CUST-01219,Male,0,No,No,13,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,47.47,611.27,No
CUST-01220,Female,0,Yes,No,3,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,87.7,244.27,Yes
CUST-01221,Female,0,No,No,15,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Mailed check,40.43,608.15,No
CUST-01222,Female,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),80.85,643.97,No
CUST-01223,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),81.29,399.38,No
CUST-01224,Male,0,Yes,No,48,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.5,3522.57,No
CUST-01225,Female,0,No,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,66.26,610.39,Yes
CUST-01226,Male,1,No,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.73,6088.02,Yes
CUST-01227,Female,0,No,No,35,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,58.62,2065.33,No
CUST-01228,Male,0,Yes,Yes,29,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),49.08,1405.9,Yes
CUST-01229,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),82.98,5237.19,Yes
CUST-01230,Female,0,No,Yes,56,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.33,2701.22,No
CUST-01231,Female,0,No,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.47,600.34,No
CUST-01232,Female,1,Yes,No,71,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.96,6661.5,Yes
CUST-01233,Female,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.56,1088.9,No
CUST-01234,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.14,1395.85,Yes
CUST-01235,Male,1,No,Yes,70,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),67.32,4719.91,No
CUST-01236,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),96.75,5027.17,No
CUST-01237,Male,1,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,881.99,No
CUST-01238,Male,0,No,No,44,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,40.99,1792.27,No
CUST-01239,Male,0,No,No,47,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,78.49,3698.75,Yes
CUST-01240,Female,1,No,No,71,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),25.92,1843.64,No
CUST-01241,Female,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),95.93,4909.24,No
CUST-01242,Female,0,No,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.77,656.37,No
CUST-01243,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.25,104.93,Yes
CUST-01244,Female,0,No,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,100.55,5722.16,No
CUST-01245,Female,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,109.78,3830.84,Yes
CUST-01246,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,68.81,2047.13,No
CUST-01247,Male,0,No,No,68,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.82,4739.48,No
CUST-01248,Male,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.96,311.33,No
CUST-01249,Female,0,No,No,2,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),55.72,124.32,No
CUST-01250,Male,0,No,Yes,53,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.08,2319.01,No
CUST-01251,Male,0,No,No,67,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.37,3759.75,No
CUST-01252,Male,0,Yes,No,60,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),96.23,5771.31,Yes
CUST-01253,Female,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.46,1605.03,No
CUST-01254,Female,0,Yes,No,63,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,35.87,2252.22,No
CUST-01255,Male,0,No,No,50,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,70.09,3485.08,Yes
CUST-01256,Male,0,Yes,No,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.29,1290.83,No
CUST-01257,Female,0,No,Yes,24,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),28.06,683.02,No
CUST-01258,Female,0,No,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.33,1478.94,Yes
CUST-01259,Female,1,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.66,123.72,Yes
CUST-01260,Male,1,Yes,Yes,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.68,766.87,Yes
CUST-01261,Female,0,Yes,Yes,21,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),39.61,849.55,No
CUST-01262,Male,1,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,71.35,4870.06,No
CUST-01263,Female,1,Yes,Yes,31,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,31.61,960.38,No
CUST-01264,Male,0,Yes,No,15,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),39.89,604.91,No
CUST-01265,Male,0,Yes,No,41,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),26.21,1075.65,No
CUST-01266,Male,0,Yes,Yes,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,63.45,326.41,No
CUST-01267,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.55,209.95,No
CUST-01268,Female,0,Yes,Yes,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,80.6,2484.32,No
CUST-01269,Male,0,Yes,Yes,46,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,45.56,2107.03,No
CUST-01270,Male,0,No,No,42,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,83.22,3493.88,No
CUST-01271,Male,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,99.48,387.49,Yes
CUST-01272,Female,0,No,No,49,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,38.72,1893.5,No
CUST-01273,Female,0,No,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),55.97,210.44,No
CUST-01274,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.72,5369.98,No
CUST-01275,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.48,55.0,No
CUST-01276,Female,1,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,51.57,50.94,Yes
CUST-01277,Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.46,949.88,No
CUST-01278,Male,0,No,No,58,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,76.88,4440.97,No
CUST-01279,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.6,4583.45,Yes
CUST-01280,Female,0,No,No,43,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,28.18,1228.53,Yes
CUST-01281,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,78.04,1013.11,No
CUST-01282,Male,0,No,Yes,69,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,66.45,4604.19,No
CUST-01283,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,56.99,57.1,No
CUST-01284,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.95,796.46,Yes
CUST-01285,Male,0,Yes,Yes,55,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,72.59,3980.77,No
CUST-01286,Female,0,Yes,No,45,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),46.41,2088.2,Yes
CUST-01287,Male,0,Yes,No,57,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,32.94,1872.45,Yes
CUST-01288,Male,0,No,No,55,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,29.61,1614.16,Yes
CUST-01289,Female,0,Yes,No,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.82,2213.26,No
CUST-01290,Male,0,Yes,No,37,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,47.51,1767.73,No
CUST-01291,Female,1,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,104.97,6174.92,No
CUST-01292,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),79.26,853.83,Yes
CUST-01293,Male,0,No,Yes,12,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,28.85,350.22,No
CUST-01294,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.52,292.58,Yes
CUST-01295,Female,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,100.6,1420.96,Yes
CUST-01296,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.49,231.58,No
CUST-01297,Female,0,No,No,60,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.4,5828.4,Yes
CUST-01298,Female,0,No,Yes,36,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,52.4,1888.11,No
CUST-01299,Male,0,Yes,Yes,32,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,31.67,1024.92,No
CUST-01300,Female,0,No,Yes,46,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),90.87,4187.28,No
CUST-01301,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,104.73,2728.99,Yes
CUST-01302,Female,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.47,1308.08,No
CUST-01303,Female,0,Yes,No,0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,45.93,0.0,No
CUST-01304,Female,0,Yes,No,52,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),56.86,2947.18,No
CUST-01305,Female,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,90.17,5661.51,No
CUST-01306,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),30.62,58.76,No
CUST-01307,Male,1,No,Yes,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),92.63,461.38,No
CUST-01308,Male,0,Yes,No,9,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,53.52,464.42,No
CUST-01309,Female,0,No,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.23,1382.07,No
CUST-01310,Female,0,Yes,Yes,55,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,60.45,3320.06,No
CUST-01311,Male,0,No,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,85.24,5112.13,Yes
CUST-01312,Female,0,Yes,No,57,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.47,6165.08,No
CUST-01313,Female,0,Yes,Yes,42,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),53.4,2228.23,No
CUST-01314,Female,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,77.38,3946.54,No
CUST-01315,Male,0,No,Yes,20,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),107.42,2135.36,Yes
CUST-01316,Female,0,No,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.96,1741.96,No
CUST-01317,Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),67.26,868.09,No
CUST-01318,Male,1,No,No,70,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),70.03,4912.91,Yes
CUST-01319,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,308.11,Yes
CUST-01320,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,104.41,7085.15,No
CUST-01321,Male,0,No,No,33,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,105.51,3484.59,Yes
CUST-01322,Female,0,Yes,No,47,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,40.99,1930.48,No
CUST-01323,Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),91.6,1021.56,Yes
CUST-01324,Female,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.75,684.62,No
CUST-01325,Male,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,81.66,5054.41,Yes
CUST-01326,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,109.06,110.43,No
CUST-01327,Male,0,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.64,1282.77,No
CUST-01328,Female,0,No,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,76.25,3493.52,Yes
CUST-01329,Male,0,Yes,No,58,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,102.52,5940.85,No
CUST-01330,Male,0,Yes,Yes,31,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),40.48,1256.13,No
CUST-01331,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,46.25,279.61,No
CUST-01332,Male,0,Yes,No,10,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),38.93,407.64,No
CUST-01333,Female,1,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),79.89,5131.01,No
CUST-01334,Female,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.65,1295.43,No
CUST-01335,Female,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.17,985.41,No
CUST-01336,Female,0,Yes,No,68,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.52,3961.9,No
CUST-01337,Male,0,Yes,No,27,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,45.41,1228.05,Yes
CUST-01338,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.12,387.85,Yes
CUST-01339,Male,1,Yes,Yes,59,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),33.39,1951.35,No
CUST-01340,Female,0,No,No,57,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,106.97,6114.01,No
CUST-01341,Male,0,No,No,47,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,36.97,1756.23,Yes
CUST-01342,Male,0,No,No,65,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,31.4,2059.68,Yes
CUST-01343,Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),85.83,4820.96,Yes
CUST-01344,Male,0,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,95.75,4774.36,No
CUST-01345,Female,0,No,Yes,24,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),32.4,762.47,No
CUST-01346,Female,0,No,No,4,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,49.86,182.22,No
CUST-01347,Female,0,No,No,52,No,No phone service,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,49.64,2580.94,No
CUST-01348,Female,0,Yes,No,61,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),25.04,1545.73,No
CUST-01349,Female,0,No,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.68,1349.83,No
CUST-01350,Male,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,69.59,3279.09,Yes
CUST-01351,Male,0,No,No,52,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),26.9,1413.24,No
CUST-01352,Male,0,No,Yes,20,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,80.29,1623.19,Yes
CUST-01353,Female,0,No,Yes,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,33.85,282.17,Yes
CUST-01354,Male,0,Yes,No,45,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,45.52,2066.17,No
CUST-01355,Male,0,No,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.9,1847.01,No
CUST-01356,Male,0,No,No,9,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,28.52,252.65,No
CUST-01357,Male,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.03,86.88,No
CUST-01358,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),33.87,1716.82,Yes
CUST-01359,Male,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,92.56,2795.14,Yes
CUST-01360,Male,0,Yes,No,65,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,92.18,5981.81,No
CUST-01361,Male,0,Yes,Yes,34,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,56.52,1909.64,No
CUST-01362,Male,1,No,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.87,1254.87,No
CUST-01363,Male,1,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.15,76.11,Yes
CUST-01364,Female,0,No,Yes,69,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),107.06,7402.23,No
CUST-01365,Male,0,No,Yes,24,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,46.11,1098.73,Yes
CUST-01366,Male,0,No,No,31,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,46.48,1455.56,No
CUST-01367,Male,1,Yes,Yes,45,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),55.34,2489.49,No
CUST-01368,Female,0,No,Yes,62,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),61.06,3785.19,No
CUST-01369,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),105.47,6118.66,No
CUST-01370,Female,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.04,1792.07,No
CUST-01371,Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.8,741.83,Yes
CUST-01372,Male,0,No,No,6,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,65.39,405.48,Yes
CUST-01373,Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,86.0,5166.43,No
CUST-01374,Female,0,No,Yes,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,72.24,4757.37,No
CUST-01375,Female,0,No,Yes,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),90.8,4084.33,No
CUST-01376,Female,1,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),28.41,1887.27,No
CUST-01377,Female,0,Yes,No,23,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),41.84,981.73,Yes
